date_key,date,date_id,day_name,day_name_abbrev,day_of_month,day_of_week,day_of_year,holiday_name,is_holiday,is_weekday,is_weekend,month_abbrev,month_end_flag,month_name,month_number,quarter,quarter_name,quarter_short_name,season,week_begin_date,week_begin_date_id,week_num_in_month,week_num_in_year,year,year_and_month,year_and_month_abbrev,year_and_quarter
289,2020-10-16,20201016,Friday,Fri,16,6,290,NoHoliday,False,True,False,Oct,False,October,10,4,Fourth,Q4,Fall,2020-10-10,20201010,3,41,2020,2020/10,2020/Oct,2020/Q4
290,2020-10-17,20201017,Saturday,Sat,17,7,291,NoHoliday,False,False,True,Oct,False,October,10,4,Fourth,Q4,Fall,2020-10-10,20201010,3,41,2020,2020/10,2020/Oct,2020/Q4
291,2020-10-18,20201018,Sunday,Sun,18,1,292,NoHoliday,False,False,True,Oct,False,October,10,4,Fourth,Q4,Fall,2020-10-18,20201018,4,42,2020,2020/10,2020/Oct,2020/Q4
292,2020-10-19,20201019,Monday,Mon,19,2,293,NoHoliday,False,True,False,Oct,False,October,10,4,Fourth,Q4,Fall,2020-10-17,20201017,4,42,2020,2020/10,2020/Oct,2020/Q4
293,2020-10-20,20201020,Tuesday,Tue,20,3,294,NoHoliday,False,True,False,Oct,False,October,10,4,Fourth,Q4,Fall,2020-10-17,20201017,4,42,2020,2020/10,2020/Oct,2020/Q4
294,2020-10-21,20201021,Wednesday,Wed,21,4,295,NoHoliday,False,True,False,Oct,False,October,10,4,Fourth,Q4,Fall,2020-10-17,20201017,4,42,2020,2020/10,2020/Oct,2020/Q4
295,2020-10-22,20201022,Thursday,Thu,22,5,296,NoHoliday,False,True,False,Oct,False,October,10,4,Fourth,Q4,Fall,2020-10-17,20201017,4,42,2020,2020/10,2020/Oct,2020/Q4
296,2020-10-23,20201023,Friday,Fri,23,6,297,NoHoliday,False,True,False,Oct,False,October,10,4,Fourth,Q4,Fall,2020-10-17,20201017,4,42,2020,2020/10,2020/Oct,2020/Q4
297,2020-10-24,20201024,Saturday,Sat,24,7,298,NoHoliday,False,False,True,Oct,False,October,10,4,Fourth,Q4,Fall,2020-10-17,20201017,4,42,2020,2020/10,2020/Oct,2020/Q4
298,2020-10-25,20201025,Sunday,Sun,25,1,299,NoHoliday,False,False,True,Oct,False,October,10,4,Fourth,Q4,Fall,2020-10-25,20201025,5,43,2020,2020/10,2020/Oct,2020/Q4
299,2020-10-26,20201026,Monday,Mon,26,2,300,NoHoliday,False,True,False,Oct,False,October,10,4,Fourth,Q4,Fall,2020-10-24,20201024,5,43,2020,2020/10,2020/Oct,2020/Q4
300,2020-10-27,20201027,Tuesday,Tue,27,3,301,NoHoliday,False,True,False,Oct,False,October,10,4,Fourth,Q4,Fall,2020-10-24,20201024,5,43,2020,2020/10,2020/Oct,2020/Q4
301,2020-10-28,20201028,Wednesday,Wed,28,4,302,NoHoliday,False,True,False,Oct,False,October,10,4,Fourth,Q4,Fall,2020-10-24,20201024,5,43,2020,2020/10,2020/Oct,2020/Q4
302,2020-10-29,20201029,Thursday,Thu,29,5,303,NoHoliday,False,True,False,Oct,False,October,10,4,Fourth,Q4,Fall,2020-10-24,20201024,5,43,2020,2020/10,2020/Oct,2020/Q4
303,2020-10-30,20201030,Friday,Fri,30,6,304,NoHoliday,False,True,False,Oct,False,October,10,4,Fourth,Q4,Fall,2020-10-24,20201024,5,43,2020,2020/10,2020/Oct,2020/Q4
304,2020-10-31,20201031,Saturday,Sat,31,7,305,NoHoliday,False,False,True,Oct,True,October,10,4,Fourth,Q4,Fall,2020-10-24,20201024,5,43,2020,2020/10,2020/Oct,2020/Q4
305,2020-11-01,20201101,Sunday,Sun,1,1,306,NoHoliday,False,False,True,Nov,False,November,11,4,Fourth,Q4,Fall,2020-11-01,20201101,1,44,2020,2020/11,2020/Nov,2020/Q4
306,2020-11-02,20201102,Monday,Mon,2,2,307,NoHoliday,False,True,False,Nov,False,November,11,4,Fourth,Q4,Fall,2020-10-31,20201031,1,44,2020,2020/11,2020/Nov,2020/Q4
307,2020-11-03,20201103,Tuesday,Tue,3,3,308,NoHoliday,False,True,False,Nov,False,November,11,4,Fourth,Q4,Fall,2020-10-31,20201031,1,44,2020,2020/11,2020/Nov,2020/Q4
308,2020-11-04,20201104,Wednesday,Wed,4,4,309,NoHoliday,False,True,False,Nov,False,November,11,4,Fourth,Q4,Fall,2020-10-31,20201031,1,44,2020,2020/11,2020/Nov,2020/Q4
309,2020-11-05,20201105,Thursday,Thu,5,5,310,NoHoliday,False,True,False,Nov,False,November,11,4,Fourth,Q4,Fall,2020-10-31,20201031,1,44,2020,2020/11,2020/Nov,2020/Q4
310,2020-11-06,20201106,Friday,Fri,6,6,311,NoHoliday,False,True,False,Nov,False,November,11,4,Fourth,Q4,Fall,2020-10-31,20201031,1,44,2020,2020/11,2020/Nov,2020/Q4
311,2020-11-07,20201107,Saturday,Sat,7,7,312,NoHoliday,False,False,True,Nov,False,November,11,4,Fourth,Q4,Fall,2020-10-31,20201031,1,44,2020,2020/11,2020/Nov,2020/Q4
312,2020-11-08,20201108,Sunday,Sun,8,1,313,NoHoliday,False,False,True,Nov,False,November,11,4,Fourth,Q4,Fall,2020-11-08,20201108,2,45,2020,2020/11,2020/Nov,2020/Q4
313,2020-11-09,20201109,Monday,Mon,9,2,314,NoHoliday,False,True,False,Nov,False,November,11,4,Fourth,Q4,Fall,2020-11-07,20201107,2,45,2020,2020/11,2020/Nov,2020/Q4
314,2020-11-10,20201110,Tuesday,Tue,10,3,315,NoHoliday,False,True,False,Nov,False,November,11,4,Fourth,Q4,Fall,2020-11-07,20201107,2,45,2020,2020/11,2020/Nov,2020/Q4
315,2020-11-11,20201111,Wednesday,Wed,11,4,316,NoHoliday,False,True,False,Nov,False,November,11,4,Fourth,Q4,Fall,2020-11-07,20201107,2,45,2020,2020/11,2020/Nov,2020/Q4
316,2020-11-12,20201112,Thursday,Thu,12,5,317,NoHoliday,False,True,False,Nov,False,November,11,4,Fourth,Q4,Fall,2020-11-07,20201107,2,45,2020,2020/11,2020/Nov,2020/Q4
317,2020-11-13,20201113,Friday,Fri,13,6,318,NoHoliday,False,True,False,Nov,False,November,11,4,Fourth,Q4,Fall,2020-11-07,20201107,2,45,2020,2020/11,2020/Nov,2020/Q4
318,2020-11-14,20201114,Saturday,Sat,14,7,319,NoHoliday,False,False,True,Nov,False,November,11,4,Fourth,Q4,Fall,2020-11-07,20201107,2,45,2020,2020/11,2020/Nov,2020/Q4
319,2020-11-15,20201115,Sunday,Sun,15,1,320,NoHoliday,False,False,True,Nov,False,November,11,4,Fourth,Q4,Fall,2020-11-15,20201115,3,46,2020,2020/11,2020/Nov,2020/Q4
320,2020-11-16,20201116,Monday,Mon,16,2,321,NoHoliday,False,True,False,Nov,False,November,11,4,Fourth,Q4,Fall,2020-11-14,20201114,3,46,2020,2020/11,2020/Nov,2020/Q4
321,2020-11-17,20201117,Tuesday,Tue,17,3,322,NoHoliday,False,True,False,Nov,False,November,11,4,Fourth,Q4,Fall,2020-11-14,20201114,3,46,2020,2020/11,2020/Nov,2020/Q4
322,2020-11-18,20201118,Wednesday,Wed,18,4,323,NoHoliday,False,True,False,Nov,False,November,11,4,Fourth,Q4,Fall,2020-11-14,20201114,3,46,2020,2020/11,2020/Nov,2020/Q4
323,2020-11-19,20201119,Thursday,Thu,19,5,324,NoHoliday,False,True,False,Nov,False,November,11,4,Fourth,Q4,Fall,2020-11-14,20201114,3,46,2020,2020/11,2020/Nov,2020/Q4
324,2020-11-20,20201120,Friday,Fri,20,6,325,NoHoliday,False,True,False,Nov,False,November,11,4,Fourth,Q4,Fall,2020-11-14,20201114,3,46,2020,2020/11,2020/Nov,2020/Q4
325,2020-11-21,20201121,Saturday,Sat,21,7,326,NoHoliday,False,False,True,Nov,False,November,11,4,Fourth,Q4,Fall,2020-11-14,20201114,3,46,2020,2020/11,2020/Nov,2020/Q4
326,2020-11-22,20201122,Sunday,Sun,22,1,327,NoHoliday,False,False,True,Nov,False,November,11,4,Fourth,Q4,Fall,2020-11-22,20201122,4,47,2020,2020/11,2020/Nov,2020/Q4
327,2020-11-23,20201123,Monday,Mon,23,2,328,NoHoliday,False,True,False,Nov,False,November,11,4,Fourth,Q4,Fall,2020-11-21,20201121,4,47,2020,2020/11,2020/Nov,2020/Q4
328,2020-11-24,20201124,Tuesday,Tue,24,3,329,NoHoliday,False,True,False,Nov,False,November,11,4,Fourth,Q4,Fall,2020-11-21,20201121,4,47,2020,2020/11,2020/Nov,2020/Q4
329,2020-11-25,20201125,Wednesday,Wed,25,4,330,NoHoliday,False,True,False,Nov,False,November,11,4,Fourth,Q4,Fall,2020-11-21,20201121,4,47,2020,2020/11,2020/Nov,2020/Q4
330,2020-11-26,20201126,Thursday,Thu,26,5,331,NoHoliday,False,True,False,Nov,False,November,11,4,Fourth,Q4,Fall,2020-11-21,20201121,4,47,2020,2020/11,2020/Nov,2020/Q4
331,2020-11-27,20201127,Friday,Fri,27,6,332,NoHoliday,False,True,False,Nov,False,November,11,4,Fourth,Q4,Fall,2020-11-21,20201121,4,47,2020,2020/11,2020/Nov,2020/Q4
332,2020-11-28,20201128,Saturday,Sat,28,7,333,NoHoliday,False,False,True,Nov,False,November,11,4,Fourth,Q4,Fall,2020-11-21,20201121,4,47,2020,2020/11,2020/Nov,2020/Q4
333,2020-11-29,20201129,Sunday,Sun,29,1,334,NoHoliday,False,False,True,Nov,False,November,11,4,Fourth,Q4,Fall,2020-11-29,20201129,5,48,2020,2020/11,2020/Nov,2020/Q4
334,2020-11-30,20201130,Monday,Mon,30,2,335,NoHoliday,False,True,False,Nov,True,November,11,4,Fourth,Q4,Fall,2020-11-28,20201128,5,48,2020,2020/11,2020/Nov,2020/Q4
335,2020-12-01,20201201,Tuesday,Tue,1,3,336,NoHoliday,False,True,False,Dec,False,December,12,4,Fourth,Q4,Fall,2020-11-28,20201128,1,48,2020,2020/12,2020/Dec,2020/Q4
336,2020-12-02,20201202,Wednesday,Wed,2,4,337,NoHoliday,False,True,False,Dec,False,December,12,4,Fourth,Q4,Fall,2020-11-28,20201128,1,48,2020,2020/12,2020/Dec,2020/Q4
337,2020-12-03,20201203,Thursday,Thu,3,5,338,NoHoliday,False,True,False,Dec,False,December,12,4,Fourth,Q4,Fall,2020-11-28,20201128,1,48,2020,2020/12,2020/Dec,2020/Q4
338,2020-12-04,20201204,Friday,Fri,4,6,339,NoHoliday,False,True,False,Dec,False,December,12,4,Fourth,Q4,Fall,2020-11-28,20201128,1,48,2020,2020/12,2020/Dec,2020/Q4
339,2020-12-05,20201205,Saturday,Sat,5,7,340,NoHoliday,False,False,True,Dec,False,December,12,4,Fourth,Q4,Fall,2020-11-28,20201128,1,48,2020,2020/12,2020/Dec,2020/Q4
340,2020-12-06,20201206,Sunday,Sun,6,1,341,NoHoliday,False,False,True,Dec,False,December,12,4,Fourth,Q4,Fall,2020-12-06,20201206,2,49,2020,2020/12,2020/Dec,2020/Q4
341,2020-12-07,20201207,Monday,Mon,7,2,342,NoHoliday,False,True,False,Dec,False,December,12,4,Fourth,Q4,Fall,2020-12-05,20201205,2,49,2020,2020/12,2020/Dec,2020/Q4
342,2020-12-08,20201208,Tuesday,Tue,8,3,343,NoHoliday,False,True,False,Dec,False,December,12,4,Fourth,Q4,Fall,2020-12-05,20201205,2,49,2020,2020/12,2020/Dec,2020/Q4
343,2020-12-09,20201209,Wednesday,Wed,9,4,344,NoHoliday,False,True,False,Dec,False,December,12,4,Fourth,Q4,Fall,2020-12-05,20201205,2,49,2020,2020/12,2020/Dec,2020/Q4
344,2020-12-10,20201210,Thursday,Thu,10,5,345,NoHoliday,False,True,False,Dec,False,December,12,4,Fourth,Q4,Fall,2020-12-05,20201205,2,49,2020,2020/12,2020/Dec,2020/Q4
345,2020-12-11,20201211,Friday,Fri,11,6,346,NoHoliday,False,True,False,Dec,False,December,12,4,Fourth,Q4,Fall,2020-12-05,20201205,2,49,2020,2020/12,2020/Dec,2020/Q4
346,2020-12-12,20201212,Saturday,Sat,12,7,347,NoHoliday,False,False,True,Dec,False,December,12,4,Fourth,Q4,Fall,2020-12-05,20201205,2,49,2020,2020/12,2020/Dec,2020/Q4
347,2020-12-13,20201213,Sunday,Sun,13,1,348,NoHoliday,False,False,True,Dec,False,December,12,4,Fourth,Q4,Fall,2020-12-13,20201213,3,50,2020,2020/12,2020/Dec,2020/Q4
348,2020-12-14,20201214,Monday,Mon,14,2,349,NoHoliday,False,True,False,Dec,False,December,12,4,Fourth,Q4,Fall,2020-12-12,20201212,3,50,2020,2020/12,2020/Dec,2020/Q4
349,2020-12-15,20201215,Tuesday,Tue,15,3,350,NoHoliday,False,True,False,Dec,False,December,12,4,Fourth,Q4,Fall,2020-12-12,20201212,3,50,2020,2020/12,2020/Dec,2020/Q4
350,2020-12-16,20201216,Wednesday,Wed,16,4,351,NoHoliday,False,True,False,Dec,False,December,12,4,Fourth,Q4,Fall,2020-12-12,20201212,3,50,2020,2020/12,2020/Dec,2020/Q4
351,2020-12-17,20201217,Thursday,Thu,17,5,352,NoHoliday,False,True,False,Dec,False,December,12,4,Fourth,Q4,Fall,2020-12-12,20201212,3,50,2020,2020/12,2020/Dec,2020/Q4
352,2020-12-18,20201218,Friday,Fri,18,6,353,NoHoliday,False,True,False,Dec,False,December,12,4,Fourth,Q4,Fall,2020-12-12,20201212,3,50,2020,2020/12,2020/Dec,2020/Q4
353,2020-12-19,20201219,Saturday,Sat,19,7,354,NoHoliday,False,False,True,Dec,False,December,12,4,Fourth,Q4,Fall,2020-12-12,20201212,3,50,2020,2020/12,2020/Dec,2020/Q4
354,2020-12-20,20201220,Sunday,Sun,20,1,355,NoHoliday,False,False,True,Dec,False,December,12,4,Fourth,Q4,Winter,2020-12-20,20201220,4,51,2020,2020/12,2020/Dec,2020/Q4
355,2020-12-21,20201221,Monday,Mon,21,2,356,NoHoliday,False,True,False,Dec,False,December,12,4,Fourth,Q4,Winter,2020-12-19,20201219,4,51,2020,2020/12,2020/Dec,2020/Q4
356,2020-12-22,20201222,Tuesday,Tue,22,3,357,NoHoliday,False,True,False,Dec,False,December,12,4,Fourth,Q4,Winter,2020-12-19,20201219,4,51,2020,2020/12,2020/Dec,2020/Q4
357,2020-12-23,20201223,Wednesday,Wed,23,4,358,NoHoliday,False,True,False,Dec,False,December,12,4,Fourth,Q4,Winter,2020-12-19,20201219,4,51,2020,2020/12,2020/Dec,2020/Q4
358,2020-12-24,20201224,Thursday,Thu,24,5,359,NoHoliday,False,True,False,Dec,False,December,12,4,Fourth,Q4,Winter,2020-12-19,20201219,4,51,2020,2020/12,2020/Dec,2020/Q4
359,2020-12-25,20201225,Friday,Fri,25,6,360,Christmas Day,True,True,False,Dec,False,December,12,4,Fourth,Q4,Winter,2020-12-19,20201219,4,51,2020,2020/12,2020/Dec,2020/Q4
360,2020-12-26,20201226,Saturday,Sat,26,7,361,NoHoliday,False,False,True,Dec,False,December,12,4,Fourth,Q4,Winter,2020-12-19,20201219,4,51,2020,2020/12,2020/Dec,2020/Q4
361,2020-12-27,20201227,Sunday,Sun,27,1,362,NoHoliday,False,False,True,Dec,False,December,12,4,Fourth,Q4,Winter,2020-12-27,20201227,5,52,2020,2020/12,2020/Dec,2020/Q4
362,2020-12-28,20201228,Monday,Mon,28,2,363,Boxing Day (Observed),True,True,False,Dec,False,December,12,4,Fourth,Q4,Winter,2020-12-26,20201226,5,52,2020,2020/12,2020/Dec,2020/Q4
363,2020-12-29,20201229,Tuesday,Tue,29,3,364,NoHoliday,False,True,False,Dec,False,December,12,4,Fourth,Q4,Winter,2020-12-26,20201226,5,52,2020,2020/12,2020/Dec,2020/Q4
364,2020-12-30,20201230,Wednesday,Wed,30,4,365,NoHoliday,False,True,False,Dec,False,December,12,4,Fourth,Q4,Winter,2020-12-26,20201226,5,52,2020,2020/12,2020/Dec,2020/Q4
365,2020-12-31,20201231,Thursday,Thu,31,5,366,NoHoliday,False,True,False,Dec,True,December,12,4,Fourth,Q4,Winter,2020-12-26,20201226,5,52,2020,2020/12,2020/Dec,2020/Q4
366,2021-01-01,20210101,Friday,Fri,1,6,1,New Year's Day,True,True,False,Jan,False,January,1,1,First,Q1,Winter,2020-12-26,20201226,1,1,2021,2021/01,2021/Jan,2021/Q1
367,2021-01-02,20210102,Saturday,Sat,2,7,2,NoHoliday,False,False,True,Jan,False,January,1,1,First,Q1,Winter,2020-12-26,20201226,1,1,2021,2021/01,2021/Jan,2021/Q1
368,2021-01-03,20210103,Sunday,Sun,3,1,3,NoHoliday,False,False,True,Jan,False,January,1,1,First,Q1,Winter,2021-01-03,20210103,2,1,2021,2021/01,2021/Jan,2021/Q1
369,2021-01-04,20210104,Monday,Mon,4,2,4,NoHoliday,False,True,False,Jan,False,January,1,1,First,Q1,Winter,2021-01-02,20210102,2,1,2021,2021/01,2021/Jan,2021/Q1
370,2021-01-05,20210105,Tuesday,Tue,5,3,5,NoHoliday,False,True,False,Jan,False,January,1,1,First,Q1,Winter,2021-01-02,20210102,2,1,2021,2021/01,2021/Jan,2021/Q1
371,2021-01-06,20210106,Wednesday,Wed,6,4,6,NoHoliday,False,True,False,Jan,False,January,1,1,First,Q1,Winter,2021-01-02,20210102,2,1,2021,2021/01,2021/Jan,2021/Q1
372,2021-01-07,20210107,Thursday,Thu,7,5,7,NoHoliday,False,True,False,Jan,False,January,1,1,First,Q1,Winter,2021-01-02,20210102,2,1,2021,2021/01,2021/Jan,2021/Q1
373,2021-01-08,20210108,Friday,Fri,8,6,8,NoHoliday,False,True,False,Jan,False,January,1,1,First,Q1,Winter,2021-01-02,20210102,2,1,2021,2021/01,2021/Jan,2021/Q1
374,2021-01-09,20210109,Saturday,Sat,9,7,9,NoHoliday,False,False,True,Jan,False,January,1,1,First,Q1,Winter,2021-01-02,20210102,2,1,2021,2021/01,2021/Jan,2021/Q1
375,2021-01-10,20210110,Sunday,Sun,10,1,10,NoHoliday,False,False,True,Jan,False,January,1,1,First,Q1,Winter,2021-01-10,20210110,3,2,2021,2021/01,2021/Jan,2021/Q1
376,2021-01-11,20210111,Monday,Mon,11,2,11,NoHoliday,False,True,False,Jan,False,January,1,1,First,Q1,Winter,2021-01-09,20210109,3,2,2021,2021/01,2021/Jan,2021/Q1
377,2021-01-12,20210112,Tuesday,Tue,12,3,12,NoHoliday,False,True,False,Jan,False,January,1,1,First,Q1,Winter,2021-01-09,20210109,3,2,2021,2021/01,2021/Jan,2021/Q1
378,2021-01-13,20210113,Wednesday,Wed,13,4,13,NoHoliday,False,True,False,Jan,False,January,1,1,First,Q1,Winter,2021-01-09,20210109,3,2,2021,2021/01,2021/Jan,2021/Q1
379,2021-01-14,20210114,Thursday,Thu,14,5,14,NoHoliday,False,True,False,Jan,False,January,1,1,First,Q1,Winter,2021-01-09,20210109,3,2,2021,2021/01,2021/Jan,2021/Q1
380,2021-01-15,20210115,Friday,Fri,15,6,15,NoHoliday,False,True,False,Jan,False,January,1,1,First,Q1,Winter,2021-01-09,20210109,3,2,2021,2021/01,2021/Jan,2021/Q1
381,2021-01-16,20210116,Saturday,Sat,16,7,16,NoHoliday,False,False,True,Jan,False,January,1,1,First,Q1,Winter,2021-01-09,20210109,3,2,2021,2021/01,2021/Jan,2021/Q1
382,2021-01-17,20210117,Sunday,Sun,17,1,17,NoHoliday,False,False,True,Jan,False,January,1,1,First,Q1,Winter,2021-01-17,20210117,4,3,2021,2021/01,2021/Jan,2021/Q1
383,2021-01-18,20210118,Monday,Mon,18,2,18,NoHoliday,False,True,False,Jan,False,January,1,1,First,Q1,Winter,2021-01-16,20210116,4,3,2021,2021/01,2021/Jan,2021/Q1
384,2021-01-19,20210119,Tuesday,Tue,19,3,19,NoHoliday,False,True,False,Jan,False,January,1,1,First,Q1,Winter,2021-01-16,20210116,4,3,2021,2021/01,2021/Jan,2021/Q1
385,2021-01-20,20210120,Wednesday,Wed,20,4,20,NoHoliday,False,True,False,Jan,False,January,1,1,First,Q1,Winter,2021-01-16,20210116,4,3,2021,2021/01,2021/Jan,2021/Q1
386,2021-01-21,20210121,Thursday,Thu,21,5,21,NoHoliday,False,True,False,Jan,False,January,1,1,First,Q1,Winter,2021-01-16,20210116,4,3,2021,2021/01,2021/Jan,2021/Q1
387,2021-01-22,20210122,Friday,Fri,22,6,22,NoHoliday,False,True,False,Jan,False,January,1,1,First,Q1,Winter,2021-01-16,20210116,4,3,2021,2021/01,2021/Jan,2021/Q1
388,2021-01-23,20210123,Saturday,Sat,23,7,23,NoHoliday,False,False,True,Jan,False,January,1,1,First,Q1,Winter,2021-01-16,20210116,4,3,2021,2021/01,2021/Jan,2021/Q1
389,2021-01-24,20210124,Sunday,Sun,24,1,24,NoHoliday,False,False,True,Jan,False,January,1,1,First,Q1,Winter,2021-01-24,20210124,5,4,2021,2021/01,2021/Jan,2021/Q1
390,2021-01-25,20210125,Monday,Mon,25,2,25,NoHoliday,False,True,False,Jan,False,January,1,1,First,Q1,Winter,2021-01-23,20210123,5,4,2021,2021/01,2021/Jan,2021/Q1
391,2021-01-26,20210126,Tuesday,Tue,26,3,26,NoHoliday,False,True,False,Jan,False,January,1,1,First,Q1,Winter,2021-01-23,20210123,5,4,2021,2021/01,2021/Jan,2021/Q1
392,2021-01-27,20210127,Wednesday,Wed,27,4,27,NoHoliday,False,True,False,Jan,False,January,1,1,First,Q1,Winter,2021-01-23,20210123,5,4,2021,2021/01,2021/Jan,2021/Q1
393,2021-01-28,20210128,Thursday,Thu,28,5,28,NoHoliday,False,True,False,Jan,False,January,1,1,First,Q1,Winter,2021-01-23,20210123,5,4,2021,2021/01,2021/Jan,2021/Q1
394,2021-01-29,20210129,Friday,Fri,29,6,29,NoHoliday,False,True,False,Jan,False,January,1,1,First,Q1,Winter,2021-01-23,20210123,5,4,2021,2021/01,2021/Jan,2021/Q1
395,2021-01-30,20210130,Saturday,Sat,30,7,30,NoHoliday,False,False,True,Jan,False,January,1,1,First,Q1,Winter,2021-01-23,20210123,5,4,2021,2021/01,2021/Jan,2021/Q1
396,2021-01-31,20210131,Sunday,Sun,31,1,31,NoHoliday,False,False,True,Jan,True,January,1,1,First,Q1,Winter,2021-01-31,20210131,6,5,2021,2021/01,2021/Jan,2021/Q1
397,2021-02-01,20210201,Monday,Mon,1,2,32,NoHoliday,False,True,False,Feb,False,February,2,1,First,Q1,Winter,2021-01-30,20210130,1,5,2021,2021/02,2021/Feb,2021/Q1
398,2021-02-02,20210202,Tuesday,Tue,2,3,33,NoHoliday,False,True,False,Feb,False,February,2,1,First,Q1,Winter,2021-01-30,20210130,1,5,2021,2021/02,2021/Feb,2021/Q1
399,2021-02-03,20210203,Wednesday,Wed,3,4,34,NoHoliday,False,True,False,Feb,False,February,2,1,First,Q1,Winter,2021-01-30,20210130,1,5,2021,2021/02,2021/Feb,2021/Q1
400,2021-02-04,20210204,Thursday,Thu,4,5,35,NoHoliday,False,True,False,Feb,False,February,2,1,First,Q1,Winter,2021-01-30,20210130,1,5,2021,2021/02,2021/Feb,2021/Q1
401,2021-02-05,20210205,Friday,Fri,5,6,36,NoHoliday,False,True,False,Feb,False,February,2,1,First,Q1,Winter,2021-01-30,20210130,1,5,2021,2021/02,2021/Feb,2021/Q1
402,2021-02-06,20210206,Saturday,Sat,6,7,37,NoHoliday,False,False,True,Feb,False,February,2,1,First,Q1,Winter,2021-01-30,20210130,1,5,2021,2021/02,2021/Feb,2021/Q1
